txn_id,account_id,customer_id,txn_date,value_date,amount,txn_type,counterparty,narrative,channel,is_suspicious
FT900222,10016701,100167,2026-08-07,2026-08-07,-597057.32,DEBIT,NEW.BEN.998,GAMBLING TOPUP,RTGS,Y
FT900223,10017601,100176,2026-08-04,2026-08-04,-74426.66,DEBIT,UTIL.CO,UTILITY BILL,ACH,N
FT900224,10010102,100101,2026-06-10,2026-06-10,15423.73,CREDIT,SALARY,INTEREST CREDIT,ACH,N
FT900225,10013301,100133,2026-06-27,2026-06-27,39992.98,CREDIT,CASH.IN,CASH DEPOSIT,UPI,N
FT900226,10021301,100213,2026-06-13,2026-06-13,-62930.83,DEBIT,UTIL.CO,UTILITY BILL,NEFT,N
FT900227,10011801,100118,2026-05-11,2026-05-11,137941.8,CREDIT,BANK.INT,CASH DEPOSIT,IB,N
FT900228,10019101,100191,2026-07-11,2026-07-11,190984.16,CREDIT,CASH.IN,CASH DEPOSIT,UPI,N
FT900229,10014401,100144,2026-06-01,2026-06-01,50632.63,CREDIT,CLIENT.A,INTEREST CREDIT,ATM,N
FT900230,10011602,100116,2026-05-15,2026-05-15,-54810.56,DEBIT,UPI.MERCHANT,UTILITY BILL,NEFT,N
FT900231,10019401,100194,2026-08-07,2026-08-07,-25727.0,DEBIT,UPI.MERCHANT,OWN ACCOUNT TRANSFER,UPI,N
FT900232,10016801,100168,2026-07-19,2026-07-19,-65744.57,DEBIT,LANDLORD,OWN ACCOUNT TRANSFER,ATM,N
FT900233,10013201,100132,2026-05-15,2026-05-15,-54860.2,DEBIT,UPI.MERCHANT,ATM WITHDRAWAL,UPI,N
FT900234,10011202,100112,2026-05-02,2026-05-02,10872.53,CREDIT,BANK.INT,BUSINESS RECEIPT,UPI,N
FT900235,10017801,100178,2026-05-27,2026-05-27,-36059.92,DEBIT,SIP.MF,RENT TRANSFER,NEFT,N
FT900236,10014701,100147,2026-08-02,2026-08-02,-20766.77,DEBIT,10016403,EMI PAYMENT,SWIFT,N
FT900237,10013101,100131,2026-06-02,2026-06-02,95398.45,CREDIT,SALARY,INTEREST CREDIT,IB,N
FT900238,10013801,100138,2026-06-29,2026-06-29,-942228.57,DEBIT,NEW.BEN.998,VENDOR PAYMENT,RTGS,Y
FT900239,10010101,100101,2026-05-14,2026-05-14,-1007953.19,DEBIT,VENDOR.Z,NEW BENEFICIARY PAYOUT,SWIFT,Y
FT900240,10010302,100103,2026-07-05,2026-07-05,59329.82,CREDIT,CASH.IN,INTEREST CREDIT,ACH,N
FT900241,10012201,100122,2026-05-26,2026-05-26,-47808.8,DEBIT,UTIL.CO,FOOD ORDER,SWIFT,N
FT900242,10021203,100212,2026-06-09,2026-06-09,-1816.93,DEBIT,10013202,EMI PAYMENT,RTGS,N
FT900243,10017601,100176,2026-06-15,2026-06-15,6556.31,CREDIT,BANK.INT,CASH DEPOSIT,UPI,N
FT900244,10016701,100167,2026-06-19,2026-06-19,-64970.24,DEBIT,SIP.MF,EMI PAYMENT,NEFT,N
FT900245,10010602,100106,2026-05-12,2026-05-12,-12221.48,DEBIT,UTIL.CO,MUTUAL FUND SIP,UPI,N
FT900246,10018701,100187,2026-06-23,2026-06-23,218429.96,CREDIT,CLIENT.A,INTEREST CREDIT,ATM,N
FT900247,10015202,100152,2026-07-09,2026-07-09,-72787.86,DEBIT,LANDLORD,UTILITY BILL,NEFT,N
FT900248,10012901,100129,2026-05-18,2026-05-18,-43354.17,DEBIT,UTIL.CO,UPI PURCHASE,ATM,N
FT900249,10016902,100169,2026-07-23,2026-07-23,-1723.11,DEBIT,UTIL.CO,EMI PAYMENT,UPI,N
FT900250,10013501,100135,2026-06-10,2026-06-10,-75893.26,DEBIT,UTIL.CO,EMI PAYMENT,ATM,N
FT900251,10013201,100132,2026-08-04,2026-08-04,-76899.58,DEBIT,LANDLORD,OWN ACCOUNT TRANSFER,ACH,N
FT900252,10016001,100160,2026-07-18,2026-07-18,-10610.52,DEBIT,10010301,ATM WITHDRAWAL,IB,N
FT900253,10015703,100157,2026-07-27,2026-07-27,149897.45,CREDIT,CLIENT.A,BUSINESS RECEIPT,UPI,N
FT900254,10010502,100105,2026-07-31,2026-07-31,120197.35,CREDIT,CASH.IN,CASH DEPOSIT,SWIFT,N
FT900255,10018501,100185,2026-05-29,2026-05-29,-37960.37,DEBIT,UTIL.CO,UTILITY BILL,ACH,N
FT900256,10010701,100107,2026-08-04,2026-08-04,237649.11,CREDIT,CLIENT.A,SALARY CREDIT,NEFT,N
FT900257,10014501,100145,2026-07-02,2026-07-02,-74175.55,DEBIT,10015702,RENT TRANSFER,UPI,N
FT900258,10017301,100173,2026-08-03,2026-08-03,-32448.85,DEBIT,10010502,ATM WITHDRAWAL,ACH,N
FT900259,10018602,100186,2026-07-08,2026-07-08,-75137.22,DEBIT,10017901,UTILITY BILL,ATM,N
FT900260,10021703,100217,2026-06-27,2026-06-27,11550.97,CREDIT,SALARY,CASH DEPOSIT,SWIFT,N
FT900261,10020402,100204,2026-08-03,2026-08-03,130638.26,CREDIT,CASH.IN,SALARY CREDIT,UPI,N
FT900262,10010901,100109,2026-06-07,2026-06-07,-50488.82,DEBIT,UTIL.CO,EMI PAYMENT,SWIFT,N
FT900263,10020001,100200,2026-06-24,2026-06-24,-66226.92,DEBIT,UTIL.CO,MUTUAL FUND SIP,SWIFT,N
FT900264,10016501,100165,2026-06-29,2026-06-29,130208.47,CREDIT,CLIENT.A,SALARY CREDIT,RTGS,N
FT900265,10020301,100203,2026-05-18,2026-05-18,-14463.73,DEBIT,10018002,EMI PAYMENT,IB,N
FT900266,10018902,100189,2026-06-28,2026-06-28,-14392.4,DEBIT,UTIL.CO,FOOD ORDER,IB,N
FT900267,10011902,100119,2026-07-31,2026-07-31,226976.29,CREDIT,CLIENT.A,CASH DEPOSIT,RTGS,N
FT900268,10012701,100127,2026-07-07,2026-07-07,159249.96,CREDIT,SALARY,CASH DEPOSIT,ACH,N
FT900269,10018801,100188,2026-06-18,2026-06-18,-75985.34,DEBIT,10015001,EMI PAYMENT,ATM,N
FT900270,10011001,100110,2026-05-21,2026-05-21,-69717.3,DEBIT,UTIL.CO,OWN ACCOUNT TRANSFER,ATM,N
FT900271,10013201,100132,2026-08-02,2026-08-02,106056.26,CREDIT,BANK.INT,CASH DEPOSIT,IB,N
FT900272,10020101,100201,2026-07-19,2026-07-19,-71893.5,DEBIT,UPI.MERCHANT,UPI PURCHASE,IB,N
FT900273,10015403,100154,2026-07-17,2026-07-17,-833511.69,DEBIT,NEW.BEN.998,BULK SUPPLIER PAY,SWIFT,Y
FT900274,10021102,100211,2026-06-26,2026-06-26,119976.57,CREDIT,CASH.IN,BUSINESS RECEIPT,RTGS,N
FT900275,10011701,100117,2026-07-19,2026-07-19,220777.63,CREDIT,BANK.INT,SALARY CREDIT,UPI,N
FT900276,10014502,100145,2026-05-19,2026-05-19,-993784.24,DEBIT,NEW.BEN.998,VENDOR PAYMENT,IB,Y
FT900277,10010701,100107,2026-05-07,2026-05-07,84115.55,CREDIT,SALARY,BUSINESS RECEIPT,NEFT,N
FT900278,10012402,100124,2026-07-13,2026-07-13,-53800.03,DEBIT,10018402,UPI PURCHASE,UPI,N
FT900279,10013901,100139,2026-05-12,2026-05-12,91326.78,CREDIT,SALARY,CASH DEPOSIT,ATM,N
FT900280,10016601,100166,2026-05-09,2026-05-09,-5506.57,DEBIT,10015601,UTILITY BILL,SWIFT,N
FT900281,10016403,100164,2026-06-22,2026-06-22,-68766.69,DEBIT,10014401,RENT TRANSFER,RTGS,N
FT900282,10021703,100217,2026-05-12,2026-05-12,-4748.95,DEBIT,10017901,ATM WITHDRAWAL,ATM,N
FT900283,10020902,100209,2026-06-24,2026-06-24,246597.05,CREDIT,BANK.INT,BUSINESS RECEIPT,SWIFT,N
FT900284,10017101,100171,2026-07-18,2026-07-18,89755.63,CREDIT,CLIENT.A,BUSINESS RECEIPT,ATM,N
FT900285,10021201,100212,2026-07-18,2026-07-18,124141.1,CREDIT,CLIENT.A,INTEREST CREDIT,ACH,N
FT900286,10015102,100151,2026-08-03,2026-08-03,-9544.75,DEBIT,UPI.MERCHANT,ATM WITHDRAWAL,IB,N
FT900287,10014502,100145,2026-07-21,2026-07-21,-3734.83,DEBIT,10014601,UTILITY BILL,ACH,N
FT900288,10014701,100147,2026-06-09,2026-06-09,-451174.99,DEBIT,NEW.BEN.998,VENDOR PAYMENT,RTGS,Y
FT900289,10016701,100167,2026-06-13,2026-06-13,-589.89,DEBIT,SIP.MF,OWN ACCOUNT TRANSFER,SWIFT,N
FT900290,10019001,100190,2026-06-12,2026-06-12,208346.61,CREDIT,CLIENT.A,BUSINESS RECEIPT,IB,N
FT900291,10017602,100176,2026-07-01,2026-07-01,-63800.63,DEBIT,UTIL.CO,FOOD ORDER,ACH,N
FT900292,10013403,100134,2026-08-04,2026-08-04,-37051.36,DEBIT,LANDLORD,EMI PAYMENT,NEFT,N
FT900293,10011301,100113,2026-07-08,2026-07-08,-58024.64,DEBIT,10014201,MUTUAL FUND SIP,ATM,N
FT900294,10010302,100103,2026-05-09,2026-05-09,200284.76,CREDIT,BANK.INT,INTEREST CREDIT,NEFT,N
FT900295,10013301,100133,2026-07-13,2026-07-13,245937.45,CREDIT,CLIENT.A,SALARY CREDIT,NEFT,N
FT900296,10018802,100188,2026-07-30,2026-07-30,-62609.28,DEBIT,SIP.MF,RENT TRANSFER,SWIFT,N
FT900297,10010701,100107,2026-06-08,2026-06-08,-70176.19,DEBIT,LANDLORD,RENT TRANSFER,ACH,N
FT900298,10014702,100147,2026-05-12,2026-05-12,-29999.83,DEBIT,UTIL.CO,UPI PURCHASE,IB,N
FT900299,10020101,100201,2026-08-02,2026-08-02,-12410.81,DEBIT,LANDLORD,FOOD ORDER,ATM,N
FT900300,10021702,100217,2026-07-26,2026-07-26,-61581.56,DEBIT,10011302,OWN ACCOUNT TRANSFER,UPI,N
FT900301,10012901,100129,2026-05-01,2026-05-01,98121.88,CREDIT,SALARY,SALARY CREDIT,ACH,N
FT900302,10017001,100170,2026-06-12,2026-06-12,149383.32,CREDIT,SALARY,INTEREST CREDIT,SWIFT,N
FT900303,10020601,100206,2026-05-03,2026-05-03,-61317.8,DEBIT,SIP.MF,RENT TRANSFER,ATM,N
FT900304,10017001,100170,2026-07-08,2026-07-08,-16124.39,DEBIT,SIP.MF,ATM WITHDRAWAL,NEFT,N
FT900305,10017101,100171,2026-06-05,2026-06-05,69618.24,CREDIT,CLIENT.A,INTEREST CREDIT,IB,N
FT900306,10012501,100125,2026-07-09,2026-07-09,-790528.57,DEBIT,OFFSHORE.X,OFFSHORE REMIT,RTGS,Y
FT900307,10018001,100180,2026-07-13,2026-07-13,-75467.9,DEBIT,SIP.MF,MUTUAL FUND SIP,UPI,N
FT900308,10015302,100153,2026-05-07,2026-05-07,-71390.22,DEBIT,LANDLORD,MUTUAL FUND SIP,ATM,N
FT900309,10012901,100129,2026-05-12,2026-05-12,-194653.3,DEBIT,NEW.BEN.998,NEW BENEFICIARY PAYOUT,IB,Y
FT900310,10019702,100197,2026-07-18,2026-07-18,223036.42,CREDIT,CASH.IN,CASH DEPOSIT,ATM,N
FT900311,10018101,100181,2026-05-11,2026-05-11,-60696.36,DEBIT,10021001,ATM WITHDRAWAL,RTGS,N
FT900312,10020502,100205,2026-05-13,2026-05-13,-64207.8,DEBIT,LANDLORD,RENT TRANSFER,SWIFT,N
FT900313,10020401,100204,2026-05-30,2026-05-30,192090.39,CREDIT,CASH.IN,INTEREST CREDIT,RTGS,N
FT900314,10014902,100149,2026-05-24,2026-05-24,228389.68,CREDIT,CASH.IN,BUSINESS RECEIPT,NEFT,N
FT900315,10017501,100175,2026-05-15,2026-05-15,-39051.79,DEBIT,LANDLORD,OWN ACCOUNT TRANSFER,ACH,N
FT900316,10018001,100180,2026-05-17,2026-05-17,-61458.53,DEBIT,10018301,UPI PURCHASE,NEFT,N
FT900317,10021303,100213,2026-06-08,2026-06-08,28531.36,CREDIT,SALARY,CASH DEPOSIT,SWIFT,N
FT900318,10021901,100219,2026-07-10,2026-07-10,61166.67,CREDIT,CLIENT.A,BUSINESS RECEIPT,ACH,N
FT900319,10013501,100135,2026-06-25,2026-06-25,-27323.06,DEBIT,10021101,UTILITY BILL,IB,N
FT900320,10019902,100199,2026-08-03,2026-08-03,-55561.24,DEBIT,UPI.MERCHANT,OWN ACCOUNT TRANSFER,ATM,N
FT900321,10020903,100209,2026-06-26,2026-06-26,82693.77,CREDIT,SALARY,BUSINESS RECEIPT,ACH,N
FT900322,10013901,100139,2026-08-07,2026-08-07,-47900.91,DEBIT,10019502,UTILITY BILL,IB,N
FT900323,10018601,100186,2026-05-18,2026-05-18,17247.59,CREDIT,CLIENT.A,INTEREST CREDIT,RTGS,N
FT900324,10010001,100100,2026-06-19,2026-06-19,114337.66,CREDIT,BANK.INT,INTEREST CREDIT,UPI,N
FT900325,10020201,100202,2026-06-25,2026-06-25,76334.36,CREDIT,BANK.INT,INTEREST CREDIT,NEFT,N
FT900326,10017801,100178,2026-05-17,2026-05-17,153649.71,CREDIT,CASH.IN,BUSINESS RECEIPT,IB,N
FT900327,10016501,100165,2026-06-15,2026-06-15,-41231.24,DEBIT,NEW.BEN.777,OFFSHORE REMIT,IB,Y
FT900328,10012403,100124,2026-07-20,2026-07-20,109065.44,CREDIT,CASH.IN,SALARY CREDIT,UPI,N
FT900329,10017101,100171,2026-06-30,2026-06-30,-34871.68,DEBIT,UTIL.CO,UTILITY BILL,ACH,N
FT900330,10013002,100130,2026-05-20,2026-05-20,-73966.12,DEBIT,LANDLORD,UTILITY BILL,SWIFT,N
FT900331,10016401,100164,2026-07-22,2026-07-22,35300.81,CREDIT,SALARY,INTEREST CREDIT,UPI,N
FT900332,10010301,100103,2026-05-18,2026-05-18,-34995.14,DEBIT,UPI.MERCHANT,FOOD ORDER,RTGS,N
FT900333,10019501,100195,2026-06-28,2026-06-28,232717.13,CREDIT,CLIENT.A,CASH DEPOSIT,ATM,N
FT900334,10021401,100214,2026-07-17,2026-07-17,-28489.05,DEBIT,LANDLORD,FOOD ORDER,ACH,N
FT900335,10010101,100101,2026-06-22,2026-06-22,178608.24,CREDIT,BANK.INT,CASH DEPOSIT,UPI,N
FT900336,10018401,100184,2026-05-15,2026-05-15,-745571.47,DEBIT,VENDOR.Z,URGENT INVOICE,RTGS,Y
FT900337,10020901,100209,2026-06-29,2026-06-29,-58441.82,DEBIT,SIP.MF,RENT TRANSFER,UPI,N
FT900338,10021601,100216,2026-07-27,2026-07-27,-398037.7,DEBIT,NEW.BEN.998,OFFSHORE REMIT,IB,Y
FT900339,10017001,100170,2026-07-05,2026-07-05,-62304.32,DEBIT,LANDLORD,OWN ACCOUNT TRANSFER,ATM,N
FT900340,10020601,100206,2026-06-07,2026-06-07,-28297.87,DEBIT,SIP.MF,OWN ACCOUNT TRANSFER,ACH,N
FT900341,10013701,100137,2026-06-03,2026-06-03,-483943.43,DEBIT,NEW.BEN.777,OFFSHORE REMIT,RTGS,Y
FT900342,10011303,100113,2026-08-03,2026-08-03,144069.28,CREDIT,BANK.INT,BUSINESS RECEIPT,UPI,N
FT900343,10010601,100106,2026-06-02,2026-06-02,-40497.13,DEBIT,SIP.MF,RENT TRANSFER,UPI,N
FT900344,10012901,100129,2026-07-17,2026-07-17,-20630.76,DEBIT,UPI.MERCHANT,MUTUAL FUND SIP,SWIFT,N
FT900345,10013802,100138,2026-05-23,2026-05-23,165470.6,CREDIT,BANK.INT,CASH DEPOSIT,UPI,N
FT900346,10015701,100157,2026-06-13,2026-06-13,-14546.65,DEBIT,UPI.MERCHANT,ATM WITHDRAWAL,ACH,N
FT900347,10011802,100118,2026-08-05,2026-08-05,40229.27,CREDIT,CASH.IN,BUSINESS RECEIPT,SWIFT,N
FT900348,10019401,100194,2026-05-27,2026-05-27,-35270.78,DEBIT,UTIL.CO,ATM WITHDRAWAL,RTGS,N
FT900349,10017801,100178,2026-06-21,2026-06-21,-116683.87,DEBIT,CRYPTO.X,CRYPTO TOPUP,IB,Y
FT900350,10020703,100207,2026-06-18,2026-06-18,230769.89,CREDIT,CLIENT.A,CASH DEPOSIT,SWIFT,N
FT900351,10018901,100189,2026-06-27,2026-06-27,-69635.19,DEBIT,SIP.MF,UPI PURCHASE,ATM,N
FT900352,10018701,100187,2026-07-21,2026-07-21,-76474.07,DEBIT,10011301,EMI PAYMENT,RTGS,N
FT900353,10018002,100180,2026-06-12,2026-06-12,-73451.56,DEBIT,SIP.MF,UTILITY BILL,ATM,N
FT900354,10015801,100158,2026-08-07,2026-08-07,-52382.03,DEBIT,LANDLORD,RENT TRANSFER,NEFT,N
FT900355,10015301,100153,2026-07-26,2026-07-26,50341.57,CREDIT,BANK.INT,BUSINESS RECEIPT,SWIFT,N
FT900356,10013902,100139,2026-05-02,2026-05-02,4102.09,CREDIT,SALARY,SALARY CREDIT,RTGS,N
FT900357,10019401,100194,2026-06-02,2026-06-02,-35730.78,DEBIT,SIP.MF,RENT TRANSFER,RTGS,N
FT900358,10014301,100143,2026-07-24,2026-07-24,-123047.59,DEBIT,NEW.BEN.777,OFFSHORE REMIT,IB,Y
FT900359,10014801,100148,2026-05-12,2026-05-12,177602.63,CREDIT,SALARY,INTEREST CREDIT,IB,N
FT900360,10012901,100129,2026-05-15,2026-05-15,201193.62,CREDIT,CLIENT.A,INTEREST CREDIT,ATM,N
FT900361,10014001,100140,2026-06-05,2026-06-05,-74900.95,DEBIT,LANDLORD,FOOD ORDER,RTGS,N
FT900362,10019703,100197,2026-05-21,2026-05-21,9649.48,CREDIT,BANK.INT,INTEREST CREDIT,SWIFT,N
FT900363,10011602,100116,2026-06-03,2026-06-03,98370.43,CREDIT,SALARY,SALARY CREDIT,ACH,N
FT900364,10015703,100157,2026-06-20,2026-06-20,-78355.82,DEBIT,10012602,RENT TRANSFER,ACH,N
FT900365,10013901,100139,2026-07-18,2026-07-18,-43296.51,DEBIT,UTIL.CO,RENT TRANSFER,UPI,N
FT900366,10012401,100124,2026-05-10,2026-05-10,27615.2,CREDIT,SALARY,CASH DEPOSIT,NEFT,N
FT900367,10015402,100154,2026-05-05,2026-05-05,38915.86,CREDIT,SALARY,SALARY CREDIT,ACH,N
FT900368,10018901,100189,2026-07-05,2026-07-05,226345.15,CREDIT,SALARY,CASH DEPOSIT,NEFT,N
FT900369,10021101,100211,2026-07-09,2026-07-09,-58248.62,DEBIT,UPI.MERCHANT,UTILITY BILL,SWIFT,N
FT900370,10015001,100150,2026-06-15,2026-06-15,-216957.33,DEBIT,NEW.BEN.777,NEW BENEFICIARY PAYOUT,SWIFT,Y
FT900371,10017601,100176,2026-06-16,2026-06-16,-50618.57,DEBIT,UPI.MERCHANT,UTILITY BILL,IB,N
FT900372,10021902,100219,2026-07-22,2026-07-22,-67310.41,DEBIT,SIP.MF,OWN ACCOUNT TRANSFER,IB,N
FT900373,10014501,100145,2026-07-29,2026-07-29,165862.05,CREDIT,BANK.INT,SALARY CREDIT,ACH,N
FT900374,10018901,100189,2026-07-20,2026-07-20,91096.76,CREDIT,SALARY,INTEREST CREDIT,RTGS,N
FT900375,10020001,100200,2026-05-31,2026-05-31,-15528.11,DEBIT,10020001,UPI PURCHASE,IB,N
FT900376,10021001,100210,2026-05-03,2026-05-03,-24687.7,DEBIT,LANDLORD,EMI PAYMENT,RTGS,N
FT900377,10010801,100108,2026-05-28,2026-05-28,-57708.86,DEBIT,UPI.MERCHANT,OWN ACCOUNT TRANSFER,SWIFT,N
FT900378,10021702,100217,2026-08-03,2026-08-03,218815.34,CREDIT,CLIENT.A,INTEREST CREDIT,SWIFT,N
FT900379,10015102,100151,2026-06-30,2026-06-30,37114.44,CREDIT,SALARY,SALARY CREDIT,RTGS,N
FT900380,10011002,100110,2026-06-09,2026-06-09,5562.57,CREDIT,SALARY,INTEREST CREDIT,UPI,N
FT900381,10012101,100121,2026-05-15,2026-05-15,-47324.29,DEBIT,UPI.MERCHANT,UPI PURCHASE,SWIFT,N
FT900382,10021201,100212,2026-06-24,2026-06-24,17651.31,CREDIT,CLIENT.A,BUSINESS RECEIPT,UPI,N
FT900383,10017602,100176,2026-07-27,2026-07-27,101698.14,CREDIT,SALARY,CASH DEPOSIT,RTGS,N
FT900384,10013001,100130,2026-05-09,2026-05-09,-3742.37,DEBIT,SIP.MF,ATM WITHDRAWAL,SWIFT,N
FT900385,10012602,100126,2026-06-26,2026-06-26,-55734.03,DEBIT,UTIL.CO,UTILITY BILL,UPI,N
FT900386,10015301,100153,2026-08-08,2026-08-08,26792.03,CREDIT,CASH.IN,SALARY CREDIT,UPI,N
FT900387,10013501,100135,2026-05-12,2026-05-12,-49270.38,DEBIT,OFFSHORE.X,BULK SUPPLIER PAY,IB,Y
FT900388,10016301,100163,2026-07-06,2026-07-06,-10238.7,DEBIT,SIP.MF,FOOD ORDER,RTGS,N
FT900389,10020301,100203,2026-07-31,2026-07-31,-55364.72,DEBIT,UTIL.CO,UPI PURCHASE,ATM,N
FT900390,10021203,100212,2026-06-23,2026-06-23,-66136.04,DEBIT,SIP.MF,RENT TRANSFER,RTGS,N
FT900391,10010002,100100,2026-06-16,2026-06-16,-78929.62,DEBIT,10011301,ATM WITHDRAWAL,IB,N
FT900392,10021302,100213,2026-05-25,2026-05-25,53610.96,CREDIT,SALARY,INTEREST CREDIT,RTGS,N
FT900393,10012501,100125,2026-07-03,2026-07-03,242206.31,CREDIT,CASH.IN,INTEREST CREDIT,SWIFT,N
FT900394,10013901,100139,2026-05-27,2026-05-27,161925.49,CREDIT,BANK.INT,SALARY CREDIT,IB,N
FT900395,10019902,100199,2026-05-06,2026-05-06,222739.74,CREDIT,CASH.IN,BUSINESS RECEIPT,SWIFT,N
FT900396,10012301,100123,2026-07-05,2026-07-05,-12727.84,DEBIT,LANDLORD,EMI PAYMENT,UPI,N
FT900397,10012601,100126,2026-05-26,2026-05-26,-23820.83,DEBIT,CRYPTO.X,VENDOR PAYMENT,RTGS,Y
FT900398,10017302,100173,2026-05-26,2026-05-26,-18299.79,DEBIT,LANDLORD,RENT TRANSFER,NEFT,N
FT900399,10018502,100185,2026-05-19,2026-05-19,-46848.87,DEBIT,LANDLORD,RENT TRANSFER,ACH,N
FT900400,10014702,100147,2026-08-01,2026-08-01,-31047.69,DEBIT,LANDLORD,FOOD ORDER,UPI,N
FT900401,10014301,100143,2026-05-08,2026-05-08,-26937.72,DEBIT,10010401,MUTUAL FUND SIP,UPI,N
FT900402,10016201,100162,2026-05-29,2026-05-29,-33516.08,DEBIT,SIP.MF,FOOD ORDER,ACH,N
FT900403,10016501,100165,2026-05-12,2026-05-12,226583.37,CREDIT,CLIENT.A,INTEREST CREDIT,ATM,N
FT900404,10019401,100194,2026-06-29,2026-06-29,-79653.58,DEBIT,LANDLORD,FOOD ORDER,SWIFT,N
FT900405,10016101,100161,2026-06-11,2026-06-11,-1313993.77,DEBIT,OFFSHORE.X,BULK SUPPLIER PAY,RTGS,Y
FT900406,10019902,100199,2026-06-23,2026-06-23,228611.17,CREDIT,SALARY,BUSINESS RECEIPT,UPI,N
FT900407,10011001,100110,2026-06-24,2026-06-24,-1162165.33,DEBIT,NEW.BEN.998,BULK SUPPLIER PAY,RTGS,Y
FT900408,10021802,100218,2026-05-31,2026-05-31,26303.8,CREDIT,CASH.IN,CASH DEPOSIT,SWIFT,N
FT900409,10011801,100118,2026-05-17,2026-05-17,183483.0,CREDIT,CLIENT.A,SALARY CREDIT,RTGS,N
FT900410,10018102,100181,2026-05-21,2026-05-21,5950.68,CREDIT,BANK.INT,INTEREST CREDIT,IB,N
FT900411,10020403,100204,2026-06-29,2026-06-29,8054.54,CREDIT,CASH.IN,CASH DEPOSIT,ATM,N
FT900412,10013002,100130,2026-07-30,2026-07-30,-63209.71,DEBIT,LANDLORD,UTILITY BILL,UPI,N
FT900413,10010001,100100,2026-05-05,2026-05-05,-71485.41,DEBIT,10014402,RENT TRANSFER,ACH,N
FT900414,10016502,100165,2026-05-27,2026-05-27,-75693.03,DEBIT,10017401,MUTUAL FUND SIP,RTGS,N
FT900415,10011702,100117,2026-05-07,2026-05-07,-74586.24,DEBIT,SIP.MF,OWN ACCOUNT TRANSFER,RTGS,N
FT900416,10012403,100124,2026-07-22,2026-07-22,-3365.86,DEBIT,UTIL.CO,FOOD ORDER,ATM,N
FT900417,10011501,100115,2026-05-15,2026-05-15,-78502.0,DEBIT,10013102,ATM WITHDRAWAL,UPI,N
FT900418,10020801,100208,2026-08-05,2026-08-05,239857.73,CREDIT,CLIENT.A,BUSINESS RECEIPT,SWIFT,N
FT900419,10015001,100150,2026-05-09,2026-05-09,-54450.12,DEBIT,UPI.MERCHANT,MUTUAL FUND SIP,ATM,N
FT900420,10018501,100185,2026-07-30,2026-07-30,-42181.94,DEBIT,LANDLORD,FOOD ORDER,ATM,N
FT900421,10021901,100219,2026-05-25,2026-05-25,-36213.07,DEBIT,UPI.MERCHANT,EMI PAYMENT,NEFT,N
FT900422,10020402,100204,2026-05-22,2026-05-22,-23140.98,DEBIT,UPI.MERCHANT,UTILITY BILL,UPI,N
FT900423,10016001,100160,2026-07-20,2026-07-20,-12124.8,DEBIT,10012701,UPI PURCHASE,ACH,N
FT900424,10010501,100105,2026-06-14,2026-06-14,233066.93,CREDIT,CASH.IN,INTEREST CREDIT,ATM,N
FT900425,10019601,100196,2026-05-03,2026-05-03,3714.81,CREDIT,SALARY,INTEREST CREDIT,IB,N
FT900426,10015102,100151,2026-07-23,2026-07-23,-26936.6,DEBIT,SIP.MF,EMI PAYMENT,RTGS,N
FT900427,10017401,100174,2026-06-28,2026-06-28,133481.23,CREDIT,CASH.IN,INTEREST CREDIT,RTGS,N
FT900428,10016801,100168,2026-06-17,2026-06-17,-63162.49,DEBIT,LANDLORD,MUTUAL FUND SIP,UPI,N
FT900429,10016401,100164,2026-05-22,2026-05-22,89573.98,CREDIT,CASH.IN,SALARY CREDIT,UPI,N
FT900430,10013503,100135,2026-05-21,2026-05-21,-77859.17,DEBIT,UTIL.CO,MUTUAL FUND SIP,UPI,N
FT900431,10015201,100152,2026-05-24,2026-05-24,-10205.23,DEBIT,SIP.MF,OWN ACCOUNT TRANSFER,ATM,N
FT900432,10014502,100145,2026-05-19,2026-05-19,80602.05,CREDIT,BANK.INT,SALARY CREDIT,RTGS,N
FT900433,10018501,100185,2026-07-03,2026-07-03,-24194.63,DEBIT,LANDLORD,UPI PURCHASE,ATM,N
FT900434,10013201,100132,2026-07-04,2026-07-04,-443.12,DEBIT,10020301,OWN ACCOUNT TRANSFER,UPI,N
FT900435,10017501,100175,2026-07-25,2026-07-25,-71688.6,DEBIT,10020501,MUTUAL FUND SIP,ACH,N
FT900436,10013201,100132,2026-08-02,2026-08-02,85993.74,CREDIT,SALARY,CASH DEPOSIT,ACH,N
FT900437,10020801,100208,2026-06-21,2026-06-21,-44121.7,DEBIT,UPI.MERCHANT,UPI PURCHASE,RTGS,N
FT900438,10014802,100148,2026-07-14,2026-07-14,-4497.19,DEBIT,UTIL.CO,RENT TRANSFER,NEFT,N
FT900439,10021801,100218,2026-07-26,2026-07-26,-1901.64,DEBIT,LANDLORD,MUTUAL FUND SIP,UPI,N
FT900440,10011901,100119,2026-07-05,2026-07-05,-39288.18,DEBIT,10018301,UTILITY BILL,UPI,N
FT900441,10011301,100113,2026-06-17,2026-06-17,-11920.88,DEBIT,LANDLORD,OWN ACCOUNT TRANSFER,ACH,N
FT900442,10018801,100188,2026-05-12,2026-05-12,-28173.27,DEBIT,10015801,MUTUAL FUND SIP,NEFT,N
FT900443,10014702,100147,2026-06-06,2026-06-06,-79408.51,DEBIT,LANDLORD,FOOD ORDER,RTGS,N
